 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.003                  2.993                  0.633              
   950.000                 -1.094                  2.834                  0.807              
   900.000                 -4.877                  2.011                  0.729              
   850.000                 -8.433                  1.341                  0.638              
   800.000                -12.085                  0.843                  0.529              
   750.000                -15.857                  0.459                  0.391              
   700.000                -19.876                  0.244                  0.276              
   650.000                -24.350                  0.127                  0.205              
   600.000                -29.241                  0.060                  0.165              
   550.000                -34.611                  0.025                  0.132              
   500.000                -40.650                  0.020                  0.169              
   450.000                -47.314                  0.017                  0.281              
   400.000                -54.628                  0.014                  0.489              
   350.000                -62.713                  0.013                  0.919              
   300.000                -71.297                  0.004                  1.006              
   250.000                -74.965                  0.003                  1.002              
   200.000                -73.589                  0.001                  0.187              
   150.000                -74.143                  0.001                  0.149              
   100.000                -72.275                  0.001                  0.079              
    80.000                -68.800                  0.001                  0.040              
    60.000                -61.048                  0.001                  0.011              
    40.000                -50.757                  0.001                  0.002              
    30.000                -42.487                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
