  N levels =   24          CBMF=    21.607     SST=    6.46 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.980       2.986585     0.048    0.00       0.782
    950.0    -1.118       2.826779     0.051    0.00       1.395
    900.0    -4.903       2.010144     0.053    0.00       1.423
    850.0    -8.457       1.343272     0.056    0.00       1.506
    800.0   -12.112       0.853056     0.057    0.00       1.600
    750.0   -15.909       0.472084     0.059    0.00       1.578
    700.0   -19.953       0.222955     0.060    0.00       1.479
    650.0   -24.355       0.105854     0.061    0.00       1.333
    600.0   -29.221       0.058222     0.063    0.00       1.128
    550.0   -34.628       0.024870     0.066    0.00       0.665
    500.0   -40.673       0.019513     0.069    0.00       0.501
    450.0   -47.339       0.016544     0.073    0.00       0.426
    400.0   -54.654       0.014208     0.077    0.00       0.322
    350.0   -62.738       0.013002     0.085    0.00       0.314
    300.0   -71.320       0.004445     0.096    0.00       0.026
    250.0   -74.973       0.003050     0.117    0.00       0.013
    200.0   -73.604       0.001000     0.153    0.00       0.002
    150.0   -74.163       0.001000     0.202    0.00       0.002
    100.0   -72.318       0.001000     0.405    0.00      -0.001
     80.0   -68.844       0.001000     0.755    0.00      -0.005
     60.0   -61.062       0.001000     2.042    0.00      -0.012
     40.0   -50.762       0.001000     5.238    0.00      -0.024
     30.0   -42.485       0.001000     8.440    0.00      -0.033
     25.0   -26.049       0.001000    10.124    0.00      -0.052
