 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.636                  3.350                  0.624              
   950.000                  0.551                  3.176                  0.789              
   900.000                 -3.259                  2.370                  0.744              
   850.000                 -6.787                  1.625                  0.657              
   800.000                -10.391                  1.035                  0.540              
   750.000                -14.097                  0.546                  0.383              
   700.000                -18.007                  0.278                  0.267              
   650.000                -22.418                  0.133                  0.197              
   600.000                -27.225                  0.058                  0.163              
   550.000                -32.613                  0.030                  0.140              
   500.000                -38.683                  0.023                  0.167              
   450.000                -45.355                  0.019                  0.294              
   400.000                -52.630                  0.014                  0.528              
   350.000                -60.711                  0.011                  0.788              
   300.000                -69.707                  0.006                  0.999              
   250.000                -74.287                  0.003                  0.999              
   200.000                -73.095                  0.001                  0.189              
   150.000                -74.128                  0.001                  0.168              
   100.000                -73.178                  0.001                  0.100              
    80.000                -70.586                  0.001                  0.056              
    60.000                -64.137                  0.001                  0.018              
    40.000                -55.482                  0.001                  0.004              
    30.000                -48.992                  0.001                  0.001              
    25.000                -37.488                  0.001                  0.000              
