 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.622                  3.957                  0.668              
   950.000                  2.533                  3.770                  0.840              
   900.000                 -1.135                  2.895                  0.741              
   850.000                 -4.544                  2.006                  0.684              
   800.000                 -7.992                  1.308                  0.574              
   750.000                -11.570                  0.790                  0.435              
   700.000                -15.421                  0.456                  0.321              
   650.000                -19.697                  0.274                  0.249              
   600.000                -24.480                  0.161                  0.210              
   550.000                -29.841                  0.098                  0.204              
   500.000                -35.949                  0.084                  0.251              
   450.000                -42.772                  0.082                  0.416              
   400.000                -50.152                  0.049                  0.645              
   350.000                -58.254                  0.020                  0.748              
   300.000                -67.150                  0.008                  1.017              
   250.000                -73.571                  0.004                  1.002              
   200.000                -71.531                  0.001                  0.153              
   150.000                -72.490                  0.001                  0.122              
   100.000                -71.844                  0.001                  0.082              
    80.000                -69.464                  0.001                  0.051              
    60.000                -63.187                  0.001                  0.018              
    40.000                -54.769                  0.001                  0.005              
    30.000                -48.554                  0.001                  0.002              
    25.000                -37.598                  0.001                  0.001              
