 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.137                  3.028                  0.682              
   950.000                 -0.961                  2.869                  0.857              
   900.000                 -4.728                  2.047                  0.757              
   850.000                 -8.270                  1.366                  0.687              
   800.000                -11.917                  0.867                  0.592              
   750.000                -15.723                  0.475                  0.479              
   700.000                -19.736                  0.221                  0.387              
   650.000                -24.126                  0.114                  0.324              
   600.000                -29.013                  0.064                  0.282              
   550.000                -34.411                  0.026                  0.253              
   500.000                -40.445                  0.020                  0.273              
   450.000                -47.113                  0.017                  0.360              
   400.000                -54.432                  0.014                  0.498              
   350.000                -62.528                  0.014                  0.725              
   300.000                -71.134                  0.005                  0.808              
   250.000                -74.870                  0.003                  0.871              
   200.000                -73.374                  0.001                  0.312              
   150.000                -73.890                  0.001                  0.266              
   100.000                -72.095                  0.001                  0.149              
    80.000                -68.662                  0.001                  0.029              
    60.000                -60.953                  0.001                  0.008              
    40.000                -50.696                  0.001                  0.002              
    30.000                -42.450                  0.001                  0.001              
    25.000                -26.089                  0.001                  0.000              
