 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.480                  4.231                  0.653              
   950.000                  3.386                  4.039                  0.822              
   900.000                 -0.253                  3.146                  0.737              
   850.000                 -3.642                  2.196                  0.685              
   800.000                 -7.027                  1.422                  0.561              
   750.000                -10.517                  0.856                  0.410              
   700.000                -14.320                  0.515                  0.294              
   650.000                -18.576                  0.320                  0.222              
   600.000                -23.327                  0.181                  0.183              
   550.000                -28.621                  0.104                  0.173              
   500.000                -34.705                  0.098                  0.215              
   450.000                -41.562                  0.095                  0.380              
   400.000                -48.989                  0.058                  0.612              
   350.000                -57.208                  0.024                  0.674              
   300.000                -66.169                  0.010                  0.996              
   250.000                -73.437                  0.004                  0.998              
   200.000                -71.564                  0.001                  0.146              
   150.000                -72.786                  0.001                  0.127              
   100.000                -72.830                  0.001                  0.088              
    80.000                -71.313                  0.001                  0.058              
    60.000                -66.414                  0.001                  0.022              
    40.000                -59.786                  0.001                  0.006              
    30.000                -55.541                  0.001                  0.003              
    25.000                -49.737                  0.001                  0.001              
