  N levels =   24          CBMF=    20.357     SST=    8.83 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.827       3.732075     0.048    0.00       1.028
    950.0     1.738       3.555159     0.051    0.00       1.334
    900.0    -2.030       2.730020     0.053    0.00       1.372
    850.0    -5.584       1.930128     0.056    0.00       1.423
    800.0    -9.116       1.150442     0.057    0.00       1.523
    750.0   -12.586       0.559845     0.059    0.00       1.491
    700.0   -16.492       0.306639     0.060    0.00       1.379
    650.0   -20.786       0.172858     0.061    0.00       1.223
    600.0   -25.554       0.097514     0.063    0.00       1.047
    550.0   -30.891       0.057741     0.066    0.00       0.816
    500.0   -36.819       0.032264     0.069    0.00       0.714
    450.0   -43.417       0.026957     0.073    0.00       0.695
    400.0   -50.778       0.040700     0.077    0.00       0.535
    350.0   -59.021       0.018697     0.085    0.00       0.509
    300.0   -67.949       0.007340     0.096    0.00       0.292
    250.0   -73.493       0.003838     0.117    0.00       0.207
    200.0   -72.753       0.001000     0.153    0.00      -0.008
    150.0   -74.069       0.001000     0.202    0.00       0.018
    100.0   -73.607       0.001000     0.405    0.00       0.009
     80.0   -71.580       0.001000     0.755    0.00      -0.031
     60.0   -64.754       0.001000     2.042    0.00      -0.168
     40.0   -54.023       0.001000     5.238    0.00      -0.383
     30.0   -44.518       0.001000     8.440    0.00      -0.573
     25.0   -25.997       0.001000    10.124    0.00      -0.943
