 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.257                  6.127                  0.682              
   950.000                  8.132                  5.933                  0.856              
   900.000                  4.953                  4.372                  0.730              
   850.000                  1.485                  3.259                  0.661              
   800.000                 -1.957                  2.263                  0.570              
   750.000                 -5.029                  1.298                  0.414              
   700.000                 -8.418                  0.707                  0.291              
   650.000                -12.194                  0.371                  0.204              
   600.000                -16.539                  0.202                  0.155              
   550.000                -21.617                  0.129                  0.145              
   500.000                -27.514                  0.104                  0.181              
   450.000                -34.240                  0.100                  0.296              
   400.000                -41.744                  0.100                  0.570              
   350.000                -50.074                  0.057                  0.857              
   300.000                -59.389                  0.023                  0.887              
   250.000                -69.519                  0.007                  0.999              
   200.000                -65.888                  0.001                  0.076              
   150.000                -67.143                  0.001                  0.064              
   100.000                -68.517                  0.001                  0.052              
    80.000                -68.697                  0.001                  0.042              
    60.000                -66.803                  0.001                  0.024              
    40.000                -64.854                  0.001                  0.012              
    30.000                -65.792                  0.001                  0.010              
    25.000                -71.600                  0.001                  0.019              
