 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 14.238                  7.045                  0.688              
   950.000                 10.087                  6.832                  0.860              
   900.000                  7.000                  5.130                  0.732              
   850.000                  3.578                  3.944                  0.665              
   800.000                  0.173                  2.775                  0.574              
   750.000                 -3.220                  1.823                  0.480              
   700.000                 -6.538                  1.064                  0.352              
   650.000                -10.119                  0.575                  0.253              
   600.000                -14.111                  0.289                  0.188              
   550.000                -18.703                  0.145                  0.157              
   500.000                -24.109                  0.089                  0.164              
   450.000                -30.575                  0.127                  0.222              
   400.000                -38.185                  0.251                  0.383              
   350.000                -46.880                  0.156                  0.601              
   300.000                -56.310                  0.030                  0.687              
   250.000                -66.768                  0.010                  0.996              
   200.000                -66.724                  0.001                  0.092              
   150.000                -68.438                  0.001                  0.077              
   100.000                -69.530                  0.001                  0.060              
    80.000                -69.077                  0.001                  0.045              
    60.000                -65.614                  0.001                  0.021              
    40.000                -61.007                  0.001                  0.007              
    30.000                -58.949                  0.001                  0.004              
    25.000                -58.250                  0.001                  0.003              
