 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.281                  3.264                  0.699              
   950.000                  0.197                  3.092                  0.875              
   900.000                 -3.640                  2.289                  0.763              
   850.000                 -7.200                  1.579                  0.702              
   800.000                -10.818                  1.002                  0.611              
   750.000                -14.522                  0.508                  0.501              
   700.000                -18.424                  0.241                  0.415              
   650.000                -22.798                  0.121                  0.353              
   600.000                -27.658                  0.071                  0.309              
   550.000                -33.046                  0.029                  0.287              
   500.000                -39.039                  0.021                  0.307              
   450.000                -45.665                  0.019                  0.400              
   400.000                -52.956                  0.017                  0.535              
   350.000                -61.111                  0.016                  0.633              
   300.000                -70.020                  0.005                  0.757              
   250.000                -74.213                  0.003                  0.853              
   200.000                -72.165                  0.001                  0.374              
   150.000                -72.593                  0.001                  0.298              
   100.000                -70.981                  0.001                  0.124              
    80.000                -67.726                  0.001                  0.027              
    60.000                -60.211                  0.001                  0.008              
    40.000                -50.183                  0.001                  0.002              
    30.000                -42.148                  0.001                  0.001              
    25.000                -26.163                  0.001                  0.000              
