  N levels =   24          CBMF=    20.950     SST=    6.96 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.553       3.143022     0.048    0.00       1.066
    950.0    -0.545       2.985132     0.051    0.00       1.446
    900.0    -4.280       2.147383     0.053    0.00       1.454
    850.0    -7.810       1.434180     0.056    0.00       1.519
    800.0   -11.424       0.898838     0.057    0.00       1.625
    750.0   -15.185       0.507590     0.059    0.00       1.597
    700.0   -19.200       0.250827     0.060    0.00       1.492
    650.0   -23.605       0.130032     0.061    0.00       1.331
    600.0   -28.473       0.066464     0.063    0.00       1.138
    550.0   -33.841       0.027928     0.066    0.00       0.859
    500.0   -39.867       0.020541     0.069    0.00       0.722
    450.0   -46.541       0.017962     0.073    0.00       0.708
    400.0   -53.869       0.015422     0.077    0.00       0.571
    350.0   -61.982       0.014542     0.085    0.00       0.496
    300.0   -70.648       0.004933     0.096    0.00       0.231
    250.0   -74.580       0.003243     0.117    0.00       0.074
    200.0   -72.866       0.001000     0.153    0.00       0.036
    150.0   -73.381       0.001000     0.202    0.00       0.001
    100.0   -71.654       0.001000     0.405    0.00      -0.005
     80.0   -68.274       0.001000     0.755    0.00      -0.016
     60.0   -60.634       0.001000     2.042    0.00      -0.042
     40.0   -50.498       0.001000     5.238    0.00      -0.075
     30.0   -42.331       0.001000     8.440    0.00      -0.103
     25.0   -26.118       0.001000    10.124    0.00      -0.157
