 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.649                  3.354                  0.633              
   950.000                  0.564                  3.180                  0.800              
   900.000                 -3.246                  2.374                  0.742              
   850.000                 -6.773                  1.627                  0.662              
   800.000                -10.373                  1.035                  0.544              
   750.000                -14.076                  0.547                  0.389              
   700.000                -17.995                  0.281                  0.273              
   650.000                -22.409                  0.133                  0.202              
   600.000                -27.211                  0.058                  0.165              
   550.000                -32.599                  0.030                  0.145              
   500.000                -38.668                  0.022                  0.176              
   450.000                -45.340                  0.019                  0.315              
   400.000                -52.615                  0.014                  0.551              
   350.000                -60.697                  0.011                  0.769              
   300.000                -69.691                  0.006                  1.006              
   250.000                -74.279                  0.003                  1.000              
   200.000                -73.079                  0.001                  0.177              
   150.000                -74.114                  0.001                  0.153              
   100.000                -73.168                  0.001                  0.092              
    80.000                -70.578                  0.001                  0.052              
    60.000                -64.130                  0.001                  0.016              
    40.000                -55.478                  0.001                  0.004              
    30.000                -48.989                  0.001                  0.001              
    25.000                -37.491                  0.001                  0.000              
