 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.978                  3.175                  0.660              
   950.000                 -0.106                  3.004                  0.831              
   900.000                 -3.964                  2.206                  0.742              
   850.000                 -7.524                  1.514                  0.672              
   800.000                -11.143                  0.959                  0.565              
   750.000                -14.854                  0.499                  0.429              
   700.000                -18.805                  0.284                  0.321              
   650.000                -23.244                  0.126                  0.247              
   600.000                -28.062                  0.083                  0.205              
   550.000                -33.431                  0.030                  0.187              
   500.000                -39.404                  0.021                  0.224              
   450.000                -46.071                  0.019                  0.365              
   400.000                -53.422                  0.017                  0.583              
   350.000                -61.581                  0.015                  0.774              
   300.000                -70.351                  0.005                  0.979              
   250.000                -74.390                  0.003                  1.011              
   200.000                -72.498                  0.001                  0.168              
   150.000                -72.993                  0.001                  0.126              
   100.000                -71.300                  0.001                  0.067              
    80.000                -68.021                  0.001                  0.037              
    60.000                -60.439                  0.001                  0.012              
    40.000                -50.321                  0.001                  0.003              
    30.000                -42.237                  0.001                  0.001              
    25.000                -26.141                  0.001                  0.000              
