 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.964                  2.984                  0.646              
   950.000                 -1.133                  2.824                  0.822              
   900.000                 -4.919                  2.007                  0.734              
   850.000                 -8.475                  1.342                  0.647              
   800.000                -12.136                  0.848                  0.542              
   750.000                -15.927                  0.445                  0.411              
   700.000                -19.918                  0.219                  0.303              
   650.000                -24.353                  0.117                  0.236              
   600.000                -29.254                  0.064                  0.194              
   550.000                -34.652                  0.025                  0.158              
   500.000                -40.687                  0.019                  0.188              
   450.000                -47.353                  0.016                  0.285              
   400.000                -54.670                  0.014                  0.460              
   350.000                -62.758                  0.013                  0.857              
   300.000                -71.336                  0.004                  0.926              
   250.000                -74.973                  0.003                  0.970              
   200.000                -73.603                  0.001                  0.275              
   150.000                -74.158                  0.001                  0.179              
   100.000                -72.288                  0.001                  0.072              
    80.000                -68.812                  0.001                  0.036              
    60.000                -61.059                  0.001                  0.010              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
