  N levels =   24          CBMF=    14.856     SST=   13.66 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    10.747       5.519468     0.048    0.00       1.265
    950.0     6.633       5.324162     0.051    0.00       1.500
    900.0     3.408       3.814936     0.053    0.00       1.433
    850.0    -0.040       2.769389     0.056    0.00       1.408
    800.0    -3.462       1.865074     0.057    0.00       1.492
    750.0    -6.574       1.048792     0.059    0.00       1.513
    700.0   -10.077       0.574623     0.060    0.00       1.413
    650.0   -14.026       0.312934     0.061    0.00       1.244
    600.0   -18.580       0.184456     0.063    0.00       1.052
    550.0   -23.854       0.131206     0.066    0.00       0.913
    500.0   -29.891       0.114390     0.069    0.00       0.931
    450.0   -36.644       0.113503     0.073    0.00       1.022
    400.0   -44.090       0.085229     0.077    0.00       1.005
    350.0   -52.352       0.035255     0.085    0.00       0.697
    300.0   -61.631       0.017440     0.096    0.00       0.611
    250.0   -70.950       0.005649     0.117    0.00       0.319
    200.0   -69.647       0.001000     0.153    0.00       0.089
    150.0   -72.277       0.001000     0.202    0.00      -0.018
    100.0   -72.715       0.001000     0.405    0.00      -0.009
     80.0   -71.129       0.001000     0.755    0.00      -0.040
     60.0   -65.207       0.001000     2.042    0.00      -0.159
     40.0   -56.302       0.001000     5.238    0.00      -0.337
     30.0   -49.359       0.001000     8.440    0.00      -0.476
     25.0   -37.499       0.001000    10.124    0.00      -0.713
