  N levels =   24          CBMF=    21.543     SST=    6.48 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.999       2.991400     0.048    0.00       0.933
    950.0    -1.099       2.831706     0.051    0.00       1.442
    900.0    -4.882       2.009145     0.053    0.00       1.458
    850.0    -8.438       1.340738     0.056    0.00       1.517
    800.0   -12.089       0.844323     0.057    0.00       1.605
    750.0   -15.862       0.470000     0.059    0.00       1.589
    700.0   -19.904       0.247203     0.060    0.00       1.494
    650.0   -24.369       0.121013     0.061    0.00       1.351
    600.0   -29.241       0.056662     0.063    0.00       1.157
    550.0   -34.614       0.025177     0.066    0.00       0.769
    500.0   -40.656       0.019584     0.069    0.00       0.620
    450.0   -47.321       0.016600     0.073    0.00       0.572
    400.0   -54.636       0.014161     0.077    0.00       0.464
    350.0   -62.722       0.013397     0.085    0.00       0.431
    300.0   -71.302       0.004475     0.096    0.00       0.142
    250.0   -74.967       0.003053     0.117    0.00       0.066
    200.0   -73.592       0.001000     0.153    0.00       0.022
    150.0   -74.146       0.001000     0.202    0.00       0.008
    100.0   -72.277       0.001000     0.405    0.00      -0.000
     80.0   -68.802       0.001000     0.755    0.00      -0.005
     60.0   -61.050       0.001000     2.042    0.00      -0.014
     40.0   -50.758       0.001000     5.238    0.00      -0.027
     30.0   -42.488       0.001000     8.440    0.00      -0.038
     25.0   -26.080       0.001000    10.124    0.00      -0.060
