 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.047                  3.004                  0.681              
   950.000                 -1.052                  2.844                  0.856              
   900.000                 -4.830                  2.025                  0.757              
   850.000                 -8.378                  1.352                  0.687              
   800.000                -12.028                  0.859                  0.594              
   750.000                -15.828                  0.482                  0.481              
   700.000                -19.879                  0.229                  0.389              
   650.000                -24.277                  0.105                  0.326              
   600.000                -29.130                  0.059                  0.284              
   550.000                -34.533                  0.025                  0.253              
   500.000                -40.573                  0.019                  0.271              
   450.000                -47.240                  0.016                  0.353              
   400.000                -54.558                  0.014                  0.493              
   350.000                -62.647                  0.013                  0.741              
   300.000                -71.243                  0.005                  0.812              
   250.000                -74.936                  0.003                  0.862              
   200.000                -73.553                  0.001                  0.297              
   150.000                -74.100                  0.001                  0.258              
   100.000                -72.246                  0.001                  0.178              
    80.000                -68.776                  0.001                  0.035              
    60.000                -61.028                  0.001                  0.008              
    40.000                -50.742                  0.001                  0.002              
    30.000                -42.478                  0.001                  0.001              
    25.000                -26.082                  0.001                  0.000              
