  N levels =   24          CBMF=    21.557     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.009       2.993813     0.048    0.00       1.152
    950.0    -1.090       2.834182     0.051    0.00       1.484
    900.0    -4.872       2.015120     0.053    0.00       1.543
    850.0    -8.425       1.346464     0.056    0.00       1.555
    800.0   -12.078       0.854597     0.057    0.00       1.626
    750.0   -15.870       0.481667     0.059    0.00       1.604
    700.0   -19.927       0.229406     0.060    0.00       1.521
    650.0   -24.332       0.106269     0.061    0.00       1.403
    600.0   -29.189       0.057351     0.063    0.00       1.247
    550.0   -34.586       0.024793     0.066    0.00       0.954
    500.0   -40.629       0.019144     0.069    0.00       0.846
    450.0   -47.297       0.016228     0.073    0.00       0.837
    400.0   -54.615       0.013883     0.077    0.00       0.753
    350.0   -62.706       0.013434     0.085    0.00       0.716
    300.0   -71.288       0.004466     0.096    0.00       0.417
    250.0   -74.957       0.003057     0.117    0.00       0.295
    200.0   -73.582       0.001000     0.153    0.00       0.182
    150.0   -74.136       0.001000     0.202    0.00       0.077
    100.0   -72.270       0.001000     0.405    0.00       0.001
     80.0   -68.795       0.001000     0.755    0.00      -0.006
     60.0   -61.044       0.001000     2.042    0.00      -0.017
     40.0   -50.755       0.001000     5.238    0.00      -0.032
     30.0   -42.486       0.001000     8.440    0.00      -0.043
     25.0   -26.080       0.001000    10.124    0.00      -0.068
