 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.194                  3.044                  0.669              
   950.000                 -0.904                  2.885                  0.843              
   900.000                 -4.667                  2.060                  0.747              
   850.000                 -8.209                  1.376                  0.671              
   800.000                -11.856                  0.871                  0.570              
   750.000                -15.651                  0.465                  0.445              
   700.000                -19.634                  0.225                  0.346              
   650.000                -24.048                  0.122                  0.279              
   600.000                -28.950                  0.068                  0.237              
   550.000                -34.340                  0.026                  0.209              
   500.000                -40.369                  0.020                  0.236              
   450.000                -47.039                  0.017                  0.340              
   400.000                -54.360                  0.014                  0.504              
   350.000                -62.459                  0.014                  0.744              
   300.000                -71.062                  0.005                  0.867              
   250.000                -74.825                  0.003                  0.945              
   200.000                -73.260                  0.001                  0.327              
   150.000                -73.778                  0.001                  0.185              
   100.000                -71.983                  0.001                  0.060              
    80.000                -68.594                  0.001                  0.032              
    60.000                -60.897                  0.001                  0.009              
    40.000                -50.665                  0.001                  0.002              
    30.000                -42.432                  0.001                  0.001              
    25.000                -26.093                  0.001                  0.000              
