 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.022                  2.998                  0.660              
   950.000                 -1.075                  2.839                  0.835              
   900.000                 -4.854                  2.021                  0.742              
   850.000                 -8.404                  1.351                  0.660              
   800.000                -12.063                  0.857                  0.558              
   750.000                -15.863                  0.459                  0.434              
   700.000                -19.868                  0.213                  0.331              
   650.000                -24.266                  0.113                  0.265              
   600.000                -29.167                  0.063                  0.222              
   550.000                -34.573                  0.025                  0.189              
   500.000                -40.612                  0.020                  0.217              
   450.000                -47.279                  0.017                  0.314              
   400.000                -54.596                  0.014                  0.481              
   350.000                -62.684                  0.013                  0.802              
   300.000                -71.272                  0.004                  0.883              
   250.000                -74.955                  0.003                  0.941              
   200.000                -73.577                  0.001                  0.291              
   150.000                -74.131                  0.001                  0.200              
   100.000                -72.265                  0.001                  0.077              
    80.000                -68.791                  0.001                  0.034              
    60.000                -61.040                  0.001                  0.009              
    40.000                -50.751                  0.001                  0.002              
    30.000                -42.483                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
