 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 21.598                 12.622                  0.783              
   950.000                 17.396                 12.382                  0.969              
   900.000                 15.401                  9.545                  0.800              
   850.000                 12.691                  7.825                  0.749              
   800.000                 10.035                  6.251                  0.682              
   750.000                  7.236                  4.900                  0.628              
   700.000                  4.152                  3.902                  0.596              
   650.000                  0.609                  3.129                  0.578              
   600.000                 -3.420                  2.367                  0.570              
   550.000                 -7.331                  1.666                  0.556              
   500.000                -11.963                  1.179                  0.529              
   450.000                -17.540                  0.819                  0.507              
   400.000                -24.027                  0.398                  0.414              
   350.000                -31.743                  0.179                  0.365              
   300.000                -40.946                  0.100                  0.434              
   250.000                -51.867                  0.049                  0.682              
   200.000                -64.869                  0.017                  1.077              
   150.000                -70.235                  0.001                  0.468              
   100.000                -69.026                  0.001                  0.072              
    80.000                -66.862                  0.001                  0.051              
    60.000                -59.992                  0.001                  0.023              
    40.000                -49.763                  0.001                  0.008              
    30.000                -41.612                  0.001                  0.004              
    25.000                -26.664                  0.001                  0.001              
