 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.082                  3.508                  0.649              
   950.000                  0.997                  3.333                  0.819              
   900.000                 -2.788                  2.522                  0.749              
   850.000                 -6.328                  1.752                  0.691              
   800.000                 -9.930                  1.112                  0.574              
   750.000                -13.609                  0.560                  0.432              
   700.000                -17.439                  0.241                  0.324              
   650.000                -21.764                  0.108                  0.263              
   600.000                -26.600                  0.053                  0.234              
   550.000                -32.012                  0.032                  0.235              
   500.000                -38.009                  0.023                  0.289              
   450.000                -44.605                  0.019                  0.475              
   400.000                -51.861                  0.015                  0.758              
   350.000                -59.964                  0.013                  0.879              
   300.000                -68.950                  0.006                  1.017              
   250.000                -74.101                  0.003                  0.999              
   200.000                -72.256                  0.001                  0.180              
   150.000                -72.987                  0.001                  0.145              
   100.000                -71.500                  0.001                  0.089              
    80.000                -68.172                  0.001                  0.052              
    60.000                -60.408                  0.001                  0.017              
    40.000                -50.185                  0.001                  0.005              
    30.000                -42.101                  0.001                  0.002              
    25.000                -26.146                  0.001                  0.000              
