 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.982                  2.987                  0.666              
   950.000                 -1.116                  2.827                  0.842              
   900.000                 -4.901                  2.009                  0.747              
   850.000                 -8.455                  1.342                  0.669              
   800.000                -12.109                  0.852                  0.571              
   750.000                -15.903                  0.480                  0.451              
   700.000                -19.962                  0.229                  0.353              
   650.000                -24.368                  0.106                  0.288              
   600.000                -29.226                  0.057                  0.247              
   550.000                -34.623                  0.025                  0.214              
   500.000                -40.666                  0.019                  0.237              
   450.000                -47.333                  0.016                  0.324              
   400.000                -54.650                  0.014                  0.475              
   350.000                -62.740                  0.013                  0.793              
   300.000                -71.319                  0.004                  0.856              
   250.000                -74.967                  0.003                  0.903              
   200.000                -73.595                  0.001                  0.286              
   150.000                -74.150                  0.001                  0.242              
   100.000                -72.281                  0.001                  0.133              
    80.000                -68.806                  0.001                  0.032              
    60.000                -61.054                  0.001                  0.009              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
