 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.078                  3.507                  0.695              
   950.000                  0.995                  3.332                  0.870              
   900.000                 -2.767                  2.520                  0.755              
   850.000                 -6.286                  1.746                  0.692              
   800.000                 -9.886                  1.122                  0.594              
   750.000                -13.588                  0.591                  0.477              
   700.000                -17.451                  0.270                  0.385              
   650.000                -21.789                  0.126                  0.322              
   600.000                -26.642                  0.063                  0.281              
   550.000                -32.079                  0.037                  0.265              
   500.000                -38.106                  0.027                  0.293              
   450.000                -44.709                  0.021                  0.408              
   400.000                -51.949                  0.016                  0.556              
   350.000                -60.031                  0.013                  0.636              
   300.000                -68.972                  0.006                  0.814              
   250.000                -73.927                  0.004                  0.938              
   200.000                -71.606                  0.001                  0.389              
   150.000                -71.995                  0.001                  0.154              
   100.000                -70.443                  0.001                  0.053              
    80.000                -67.264                  0.001                  0.030              
    60.000                -59.834                  0.001                  0.010              
    40.000                -49.901                  0.001                  0.002              
    30.000                -41.959                  0.001                  0.001              
    25.000                -26.209                  0.001                  0.000              
