 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 24.697                 15.509                  0.790              
   950.000                 20.468                 15.247                  0.973              
   900.000                 18.719                 12.036                  0.829              
   850.000                 16.151                 10.138                  0.799              
   800.000                 13.666                  8.322                  0.758              
   750.000                 11.118                  6.877                  0.724              
   700.000                  8.201                  5.705                  0.693              
   650.000                  4.934                  4.701                  0.658              
   600.000                  1.229                  3.837                  0.617              
   550.000                 -3.042                  2.965                  0.586              
   500.000                 -7.222                  2.121                  0.559              
   450.000                -12.259                  1.520                  0.520              
   400.000                -18.204                  0.849                  0.471              
   350.000                -25.311                  0.367                  0.448              
   300.000                -34.045                  0.190                  0.350              
   250.000                -44.735                  0.121                  0.369              
   200.000                -57.839                  0.044                  0.592              
   150.000                -70.056                  0.006                  0.939              
   100.000                -67.601                  0.001                  0.543              
    80.000                -62.251                  0.001                  0.033              
    60.000                -54.410                  0.001                  0.012              
    40.000                -45.235                  0.001                  0.004              
    30.000                -38.767                  0.001                  0.002              
    25.000                -26.965                  0.001                  0.001              
