 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.112                  3.022                  0.635              
   950.000                 -0.985                  2.863                  0.805              
   900.000                 -4.757                  2.036                  0.734              
   850.000                 -8.306                  1.356                  0.649              
   800.000                -11.949                  0.851                  0.537              
   750.000                -15.725                  0.466                  0.395              
   700.000                -19.734                  0.247                  0.282              
   650.000                -24.203                  0.131                  0.214              
   600.000                -29.097                  0.062                  0.179              
   550.000                -34.463                  0.026                  0.154              
   500.000                -40.497                  0.020                  0.194              
   450.000                -47.161                  0.017                  0.324              
   400.000                -54.475                  0.015                  0.553              
   350.000                -62.560                  0.013                  0.912              
   300.000                -71.166                  0.005                  1.010              
   250.000                -74.903                  0.003                  1.000              
   200.000                -73.479                  0.001                  0.183              
   150.000                -74.024                  0.001                  0.148              
   100.000                -72.181                  0.001                  0.082              
    80.000                -68.737                  0.001                  0.043              
    60.000                -60.998                  0.001                  0.012              
    40.000                -50.720                  0.001                  0.003              
    30.000                -42.463                  0.001                  0.001              
    25.000                -26.086                  0.001                  0.000              
