 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.372                  3.093                  0.686              
   950.000                 -0.725                  2.935                  0.860              
   900.000                 -4.474                  2.103                  0.758              
   850.000                 -8.008                  1.403                  0.690              
   800.000                -11.639                  0.884                  0.596              
   750.000                -15.423                  0.471                  0.482              
   700.000                -19.391                  0.237                  0.390              
   650.000                -23.819                  0.129                  0.327              
   600.000                -28.714                  0.070                  0.284              
   550.000                -34.100                  0.027                  0.257              
   500.000                -40.130                  0.020                  0.277              
   450.000                -46.803                  0.018                  0.368              
   400.000                -54.127                  0.015                  0.509              
   350.000                -62.231                  0.014                  0.693              
   300.000                -70.848                  0.005                  0.799              
   250.000                -74.685                  0.003                  0.878              
   200.000                -73.019                  0.001                  0.337              
   150.000                -73.525                  0.001                  0.262              
   100.000                -71.762                  0.001                  0.128              
    80.000                -68.373                  0.001                  0.029              
    60.000                -60.737                  0.001                  0.008              
    40.000                -50.563                  0.001                  0.002              
    30.000                -42.378                  0.001                  0.001              
    25.000                -26.106                  0.001                  0.000              
