 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.162                  3.034                  0.663              
   950.000                 -0.936                  2.875                  0.836              
   900.000                 -4.702                  2.048                  0.743              
   850.000                 -8.244                  1.362                  0.665              
   800.000                -11.879                  0.859                  0.561              
   750.000                -15.668                  0.490                  0.433              
   700.000                -19.714                  0.247                  0.330              
   650.000                -24.147                  0.121                  0.263              
   600.000                -29.015                  0.057                  0.222              
   550.000                -34.383                  0.026                  0.194              
   500.000                -40.425                  0.020                  0.223              
   450.000                -47.091                  0.017                  0.331              
   400.000                -54.407                  0.015                  0.502              
   350.000                -62.499                  0.014                  0.773              
   300.000                -71.107                  0.005                  0.897              
   250.000                -74.864                  0.003                  0.965              
   200.000                -73.354                  0.001                  0.294              
   150.000                -73.870                  0.001                  0.155              
   100.000                -72.076                  0.001                  0.063              
    80.000                -68.650                  0.001                  0.033              
    60.000                -60.942                  0.001                  0.010              
    40.000                -50.689                  0.001                  0.002              
    30.000                -42.446                  0.001                  0.001              
    25.000                -26.090                  0.001                  0.000              
