  N levels =   24          CBMF=    21.588     SST=    6.45 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.964       2.984006     0.048    0.00       0.819
    950.0    -1.133       2.824317     0.051    0.00       1.395
    900.0    -4.919       2.006228     0.053    0.00       1.425
    850.0    -8.476       1.341249     0.056    0.00       1.507
    800.0   -12.138       0.844511     0.057    0.00       1.605
    750.0   -15.918       0.437498     0.059    0.00       1.580
    700.0   -19.900       0.225792     0.060    0.00       1.477
    650.0   -24.362       0.123526     0.061    0.00       1.330
    600.0   -29.268       0.065250     0.063    0.00       1.134
    550.0   -34.657       0.025118     0.066    0.00       0.695
    500.0   -40.690       0.019140     0.069    0.00       0.529
    450.0   -47.355       0.016180     0.073    0.00       0.460
    400.0   -54.671       0.013803     0.077    0.00       0.341
    350.0   -62.758       0.013320     0.085    0.00       0.337
    300.0   -71.336       0.004434     0.096    0.00       0.045
    250.0   -74.973       0.003050     0.117    0.00       0.020
    200.0   -73.603       0.001000     0.153    0.00       0.004
    150.0   -74.158       0.001000     0.202    0.00       0.002
    100.0   -72.288       0.001000     0.405    0.00      -0.000
     80.0   -68.812       0.001000     0.755    0.00      -0.005
     60.0   -61.059       0.001000     2.042    0.00      -0.016
     40.0   -50.766       0.001000     5.238    0.00      -0.031
     30.0   -42.494       0.001000     8.440    0.00      -0.043
     25.0   -26.078       0.001000    10.124    0.00      -0.068
