 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.663                  3.352                  0.631              
   950.000                  0.578                  3.177                  0.797              
   900.000                 -3.222                  2.364                  0.744              
   850.000                 -6.732                  1.616                  0.664              
   800.000                -10.327                  1.043                  0.545              
   750.000                -14.063                  0.579                  0.389              
   700.000                -17.993                  0.282                  0.274              
   650.000                -22.353                  0.159                  0.204              
   600.000                -27.226                  0.072                  0.168              
   550.000                -32.575                  0.034                  0.150              
   500.000                -38.634                  0.024                  0.180              
   450.000                -45.345                  0.021                  0.321              
   400.000                -52.638                  0.015                  0.568              
   350.000                -60.714                  0.012                  0.781              
   300.000                -69.692                  0.006                  1.004              
   250.000                -74.268                  0.003                  0.999              
   200.000                -73.057                  0.001                  0.182              
   150.000                -74.093                  0.001                  0.158              
   100.000                -73.153                  0.001                  0.095              
    80.000                -70.567                  0.001                  0.053              
    60.000                -64.121                  0.001                  0.017              
    40.000                -55.471                  0.001                  0.004              
    30.000                -48.985                  0.001                  0.001              
    25.000                -37.492                  0.001                  0.000              
