 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 18.815                 10.364                  0.770              
   950.000                 14.638                 10.133                  0.957              
   900.000                 12.350                  7.632                  0.785              
   850.000                  9.431                  6.111                  0.730              
   800.000                  6.491                  4.778                  0.660              
   750.000                  3.403                  3.578                  0.597              
   700.000                  0.167                  2.714                  0.561              
   650.000                 -3.557                  1.899                  0.537              
   600.000                 -7.099                  1.206                  0.504              
   550.000                -11.209                  0.770                  0.466              
   500.000                -16.206                  0.544                  0.470              
   450.000                -22.326                  0.449                  0.471              
   400.000                -29.449                  0.265                  0.420              
   350.000                -37.556                  0.144                  0.450              
   300.000                -46.964                  0.096                  0.639              
   250.000                -57.881                  0.036                  0.987              
   200.000                -69.655                  0.006                  0.992              
   150.000                -68.805                  0.001                  0.202              
   100.000                -69.308                  0.001                  0.075              
    80.000                -67.729                  0.001                  0.055              
    60.000                -60.709                  0.001                  0.025              
    40.000                -50.346                  0.001                  0.008              
    30.000                -42.011                  0.001                  0.004              
    25.000                -26.577                  0.001                  0.001              
