 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.784                  5.904                  0.678              
   950.000                  7.661                  5.711                  0.850              
   900.000                  4.446                  4.186                  0.724              
   850.000                  0.969                  3.089                  0.652              
   800.000                 -2.478                  2.114                  0.559              
   750.000                 -5.568                  1.192                  0.398              
   700.000                 -8.987                  0.641                  0.277              
   650.000                -12.810                  0.334                  0.194              
   600.000                -17.216                  0.183                  0.149              
   550.000                -22.353                  0.120                  0.142              
   500.000                -28.294                  0.100                  0.183              
   450.000                -35.032                  0.097                  0.306              
   400.000                -42.532                  0.098                  0.598              
   350.000                -50.837                  0.054                  0.872              
   300.000                -60.153                  0.022                  0.945              
   250.000                -69.985                  0.007                  1.000              
   200.000                -66.545                  0.001                  0.080              
   150.000                -67.781                  0.001                  0.068              
   100.000                -69.027                  0.001                  0.055              
    80.000                -69.089                  0.001                  0.044              
    60.000                -67.014                  0.001                  0.024              
    40.000                -64.710                  0.001                  0.012              
    30.000                -65.233                  0.001                  0.009              
    25.000                -70.159                  0.001                  0.016              
