 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.987                  2.990                  0.635              
   950.000                 -1.109                  2.830                  0.810              
   900.000                 -4.893                  2.009                  0.728              
   850.000                 -8.451                  1.343                  0.637              
   800.000                -12.111                  0.844                  0.528              
   750.000                -15.883                  0.448                  0.392              
   700.000                -19.881                  0.234                  0.279              
   650.000                -24.348                  0.128                  0.208              
   600.000                -29.254                  0.063                  0.166              
   550.000                -34.633                  0.025                  0.130              
   500.000                -40.670                  0.020                  0.165              
   450.000                -47.335                  0.017                  0.270              
   400.000                -54.649                  0.014                  0.469              
   350.000                -62.735                  0.013                  0.912              
   300.000                -71.314                  0.004                  0.984              
   250.000                -74.970                  0.003                  1.006              
   200.000                -73.597                  0.001                  0.197              
   150.000                -74.151                  0.001                  0.152              
   100.000                -72.282                  0.001                  0.078              
    80.000                -68.805                  0.001                  0.039              
    60.000                -61.053                  0.001                  0.010              
    40.000                -50.761                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
