  N levels =   24          CBMF=    21.454     SST=    6.55 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.081       3.012629     0.048    0.00       1.055
    950.0    -1.017       2.853341     0.051    0.00       1.472
    900.0    -4.791       2.032413     0.053    0.00       1.481
    850.0    -8.337       1.357181     0.056    0.00       1.524
    800.0   -11.986       0.862842     0.057    0.00       1.609
    750.0   -15.789       0.481532     0.059    0.00       1.591
    700.0   -19.831       0.226838     0.060    0.00       1.500
    650.0   -24.223       0.108849     0.061    0.00       1.363
    600.0   -29.088       0.061368     0.063    0.00       1.186
    550.0   -34.489       0.025421     0.066    0.00       0.859
    500.0   -40.525       0.019431     0.069    0.00       0.716
    450.0   -47.192       0.016528     0.073    0.00       0.693
    400.0   -54.509       0.014145     0.077    0.00       0.578
    350.0   -62.600       0.013257     0.085    0.00       0.524
    300.0   -71.203       0.004539     0.096    0.00       0.235
    250.0   -74.913       0.003079     0.117    0.00       0.114
    200.0   -73.485       0.001000     0.153    0.00       0.038
    150.0   -74.030       0.001000     0.202    0.00       0.014
    100.0   -72.186       0.001000     0.405    0.00      -0.002
     80.0   -68.744       0.001000     0.755    0.00      -0.009
     60.0   -61.006       0.001000     2.042    0.00      -0.024
     40.0   -50.726       0.001000     5.238    0.00      -0.045
     30.0   -42.468       0.001000     8.440    0.00      -0.061
     25.0   -26.085       0.001000    10.124    0.00      -0.095
