 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.395                  5.762                  0.696              
   950.000                  7.276                  5.568                  0.872              
   900.000                  4.061                  4.045                  0.732              
   850.000                  0.601                  2.962                  0.668              
   800.000                 -2.828                  2.015                  0.583              
   750.000                 -5.925                  1.137                  0.458              
   700.000                 -9.376                  0.617                  0.345              
   650.000                -13.249                  0.328                  0.265              
   600.000                -17.719                  0.186                  0.222              
   550.000                -22.917                  0.126                  0.220              
   500.000                -28.896                  0.107                  0.267              
   450.000                -35.626                  0.104                  0.399              
   400.000                -43.111                  0.099                  0.644              
   350.000                -51.404                  0.045                  0.851              
   300.000                -60.681                  0.020                  0.935              
   250.000                -70.526                  0.006                  1.000              
   200.000                -68.343                  0.001                  0.153              
   150.000                -70.117                  0.001                  0.108              
   100.000                -71.065                  0.001                  0.084              
    80.000                -70.347                  0.001                  0.063              
    60.000                -66.575                  0.001                  0.031              
    40.000                -61.592                  0.001                  0.011              
    30.000                -59.201                  0.001                  0.006              
    25.000                -57.934                  0.001                  0.004              
