 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.069                  3.492                  0.662              
   950.000                  0.988                  3.315                  0.833              
   900.000                 -2.742                  2.489                  0.744              
   850.000                 -6.209                  1.703                  0.679              
   800.000                 -9.775                  1.117                  0.571              
   750.000                -13.523                  0.669                  0.433              
   700.000                -17.511                  0.343                  0.322              
   650.000                -21.840                  0.166                  0.253              
   600.000                -26.688                  0.083                  0.216              
   550.000                -32.134                  0.049                  0.212              
   500.000                -38.212                  0.035                  0.262              
   450.000                -44.839                  0.027                  0.430              
   400.000                -52.088                  0.017                  0.674              
   350.000                -60.144                  0.013                  0.803              
   300.000                -69.039                  0.006                  1.022              
   250.000                -74.005                  0.004                  1.003              
   200.000                -71.905                  0.001                  0.158              
   150.000                -72.445                  0.001                  0.123              
   100.000                -70.915                  0.001                  0.075              
    80.000                -67.642                  0.001                  0.043              
    60.000                -60.061                  0.001                  0.014              
    40.000                -50.009                  0.001                  0.004              
    30.000                -42.021                  0.001                  0.001              
    25.000                -26.194                  0.001                  0.000              
