 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.997                  2.993                  0.645              
   950.000                 -1.100                  2.833                  0.818              
   900.000                 -4.884                  2.016                  0.734              
   850.000                 -8.438                  1.349                  0.648              
   800.000                -12.098                  0.853                  0.541              
   750.000                -15.889                  0.451                  0.407              
   700.000                -19.885                  0.216                  0.296              
   650.000                -24.305                  0.115                  0.226              
   600.000                -29.203                  0.064                  0.183              
   550.000                -34.603                  0.025                  0.150              
   500.000                -40.639                  0.019                  0.183              
   450.000                -47.306                  0.016                  0.294              
   400.000                -54.623                  0.014                  0.489              
   350.000                -62.710                  0.013                  0.861              
   300.000                -71.297                  0.004                  0.965              
   250.000                -74.958                  0.003                  1.016              
   200.000                -73.584                  0.001                  0.215              
   150.000                -74.139                  0.001                  0.141              
   100.000                -72.272                  0.001                  0.072              
    80.000                -68.797                  0.001                  0.037              
    60.000                -61.047                  0.001                  0.010              
    40.000                -50.756                  0.001                  0.002              
    30.000                -42.487                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
