 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.628                  3.352                  0.631              
   950.000                  0.542                  3.178                  0.798              
   900.000                 -3.284                  2.369                  0.741              
   850.000                 -6.831                  1.628                  0.660              
   800.000                -10.438                  1.024                  0.542              
   750.000                -14.123                  0.514                  0.386              
   700.000                -17.992                  0.258                  0.270              
   650.000                -22.408                  0.126                  0.198              
   600.000                -27.251                  0.059                  0.161              
   550.000                -32.632                  0.027                  0.140              
   500.000                -38.663                  0.020                  0.168              
   450.000                -45.303                  0.017                  0.302              
   400.000                -52.575                  0.013                  0.531              
   350.000                -60.669                  0.011                  0.773              
   300.000                -69.691                  0.006                  1.005              
   250.000                -74.287                  0.003                  1.000              
   200.000                -73.100                  0.001                  0.180              
   150.000                -74.133                  0.001                  0.155              
   100.000                -73.182                  0.001                  0.093              
    80.000                -70.589                  0.001                  0.052              
    60.000                -64.139                  0.001                  0.016              
    40.000                -55.484                  0.001                  0.004              
    30.000                -48.993                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
