  N levels =   24          CBMF=    12.766     SST=   17.44 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    14.628       7.529567     0.048    0.00       1.891
    950.0    10.487       7.312811     0.051    0.00       1.527
    900.0     7.679       5.357232     0.053    0.00       1.815
    850.0     4.422       4.146353     0.056    0.00       1.650
    800.0     1.123       3.084012     0.057    0.00       1.664
    750.0    -2.252       2.119894     0.059    0.00       1.659
    700.0    -5.405       1.286092     0.060    0.00       1.665
    650.0    -8.920       0.752447     0.061    0.00       1.662
    600.0   -12.953       0.436377     0.063    0.00       1.643
    550.0   -17.717       0.268975     0.066    0.00       1.627
    500.0   -23.367       0.188345     0.069    0.00       1.676
    450.0   -29.920       0.148641     0.073    0.00       1.809
    400.0   -37.352       0.165019     0.077    0.00       1.843
    350.0   -45.737       0.101193     0.085    0.00       1.860
    300.0   -55.141       0.030507     0.096    0.00       1.565
    250.0   -65.865       0.011186     0.117    0.00       1.408
    200.0   -69.189       0.001056     0.153    0.00       0.878
    150.0   -67.891       0.001000     0.202    0.00       0.491
    100.0   -65.774       0.001000     0.405    0.00       0.026
     80.0   -62.829       0.001000     0.755    0.00      -0.052
     60.0   -55.844       0.001000     2.042    0.00      -0.087
     40.0   -46.660       0.001000     5.238    0.00      -0.133
     30.0   -39.842       0.001000     8.440    0.00      -0.167
     25.0   -26.747       0.001000    10.124    0.00      -0.232
