 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 15.301                  7.923                  0.776              
   950.000                 11.155                  7.706                  0.959              
   900.000                  8.416                  5.674                  0.807              
   850.000                  5.198                  4.423                  0.765              
   800.000                  1.932                  3.376                  0.711              
   750.000                 -1.506                  2.376                  0.662              
   700.000                 -4.591                  1.470                  0.620              
   650.000                 -8.045                  0.881                  0.577              
   600.000                -11.990                  0.520                  0.531              
   550.000                -16.645                  0.322                  0.496              
   500.000                -22.216                  0.227                  0.480              
   450.000                -28.750                  0.173                  0.472              
   400.000                -36.126                  0.124                  0.447              
   350.000                -44.451                  0.109                  0.442              
   300.000                -53.923                  0.041                  0.441              
   250.000                -64.698                  0.014                  0.603              
   200.000                -69.325                  0.001                  0.628              
   150.000                -67.647                  0.001                  0.548              
   100.000                -65.489                  0.001                  0.339              
    80.000                -62.555                  0.001                  0.023              
    60.000                -55.605                  0.001                  0.008              
    40.000                -46.476                  0.001                  0.003              
    30.000                -39.719                  0.001                  0.001              
    25.000                -26.778                  0.001                  0.000              
