  N levels =   24          CBMF=    21.564     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.008       2.993415     0.048    0.00       1.063
    950.0    -1.090       2.833703     0.051    0.00       1.485
    900.0    -4.873       2.013146     0.053    0.00       1.506
    850.0    -8.427       1.344889     0.056    0.00       1.536
    800.0   -12.078       0.851907     0.057    0.00       1.609
    750.0   -15.862       0.484181     0.059    0.00       1.587
    700.0   -19.928       0.237639     0.060    0.00       1.498
    650.0   -24.350       0.111283     0.061    0.00       1.370
    600.0   -29.208       0.053242     0.063    0.00       1.198
    550.0   -34.591       0.024951     0.066    0.00       0.869
    500.0   -40.640       0.019586     0.069    0.00       0.746
    450.0   -47.305       0.016618     0.073    0.00       0.729
    400.0   -54.620       0.014265     0.077    0.00       0.630
    350.0   -62.705       0.013074     0.085    0.00       0.563
    300.0   -71.289       0.004465     0.096    0.00       0.277
    250.0   -74.959       0.003056     0.117    0.00       0.169
    200.0   -73.585       0.001000     0.153    0.00       0.080
    150.0   -74.139       0.001000     0.202    0.00       0.022
    100.0   -72.272       0.001000     0.405    0.00      -0.001
     80.0   -68.797       0.001000     0.755    0.00      -0.006
     60.0   -61.046       0.001000     2.042    0.00      -0.017
     40.0   -50.755       0.001000     5.238    0.00      -0.032
     30.0   -42.486       0.001000     8.440    0.00      -0.043
     25.0   -26.080       0.001000    10.124    0.00      -0.068
