 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.008                  2.993                  0.653              
   950.000                 -1.090                  2.834                  0.828              
   900.000                 -4.873                  2.013                  0.738              
   850.000                 -8.427                  1.345                  0.654              
   800.000                -12.078                  0.852                  0.549              
   750.000                -15.862                  0.484                  0.420              
   700.000                -19.928                  0.238                  0.314              
   650.000                -24.350                  0.111                  0.247              
   600.000                -29.208                  0.053                  0.205              
   550.000                -34.591                  0.025                  0.173              
   500.000                -40.640                  0.020                  0.202              
   450.000                -47.305                  0.017                  0.303              
   400.000                -54.620                  0.014                  0.479              
   350.000                -62.705                  0.013                  0.823              
   300.000                -71.289                  0.004                  0.913              
   250.000                -74.959                  0.003                  0.970              
   200.000                -73.585                  0.001                  0.293              
   150.000                -74.139                  0.001                  0.171              
   100.000                -72.272                  0.001                  0.068              
    80.000                -68.797                  0.001                  0.035              
    60.000                -61.046                  0.001                  0.010              
    40.000                -50.755                  0.001                  0.002              
    30.000                -42.486                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
