 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.628                  3.350                  0.629              
   950.000                  0.541                  3.176                  0.796              
   900.000                 -3.291                  2.370                  0.741              
   850.000                 -6.839                  1.628                  0.661              
   800.000                -10.441                  1.021                  0.542              
   750.000                -14.116                  0.515                  0.385              
   700.000                -18.011                  0.264                  0.269              
   650.000                -22.430                  0.118                  0.199              
   600.000                -27.231                  0.052                  0.163              
   550.000                -32.609                  0.026                  0.141              
   500.000                -38.639                  0.019                  0.170              
   450.000                -45.274                  0.017                  0.303              
   400.000                -52.549                  0.013                  0.539              
   350.000                -60.647                  0.011                  0.779              
   300.000                -69.676                  0.006                  1.004              
   250.000                -74.283                  0.003                  0.999              
   200.000                -73.094                  0.001                  0.182              
   150.000                -74.127                  0.001                  0.158              
   100.000                -73.178                  0.001                  0.095              
    80.000                -70.586                  0.001                  0.053              
    60.000                -64.137                  0.001                  0.017              
    40.000                -55.482                  0.001                  0.004              
    30.000                -48.992                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
