  N levels =   24          CBMF=    21.031     SST=    7.77 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.628       3.350027     0.048    0.00       0.933
    950.0     0.541       3.175766     0.051    0.00       1.347
    900.0    -3.291       2.369591     0.053    0.00       1.388
    850.0    -6.839       1.627950     0.056    0.00       1.505
    800.0   -10.441       1.021411     0.057    0.00       1.642
    750.0   -14.116       0.515449     0.059    0.00       1.608
    700.0   -18.011       0.263947     0.060    0.00       1.497
    650.0   -22.430       0.117910     0.061    0.00       1.324
    600.0   -27.231       0.052091     0.063    0.00       1.119
    550.0   -32.609       0.025913     0.066    0.00       0.796
    500.0   -38.639       0.019101     0.069    0.00       0.611
    450.0   -45.274       0.016576     0.073    0.00       0.591
    400.0   -52.549       0.012706     0.077    0.00       0.440
    350.0   -60.647       0.011196     0.085    0.00       0.393
    300.0   -69.676       0.005679     0.096    0.00       0.113
    250.0   -74.283       0.003394     0.117    0.00       0.019
    200.0   -73.094       0.001000     0.153    0.00       0.009
    150.0   -74.127       0.001000     0.202    0.00       0.002
    100.0   -73.178       0.001000     0.405    0.00       0.000
     80.0   -70.586       0.001000     0.755    0.00      -0.003
     60.0   -64.137       0.001000     2.042    0.00      -0.013
     40.0   -55.482       0.001000     5.238    0.00      -0.025
     30.0   -48.992       0.001000     8.440    0.00      -0.034
     25.0   -37.490       0.001000    10.124    0.00      -0.052
