 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.149                  3.032                  0.641              
   950.000                 -0.949                  2.873                  0.812              
   900.000                 -4.716                  2.050                  0.735              
   850.000                 -8.263                  1.367                  0.654              
   800.000                -11.909                  0.860                  0.543              
   750.000                -15.695                  0.451                  0.403              
   700.000                -19.666                  0.232                  0.289              
   650.000                -24.119                  0.128                  0.219              
   600.000                -29.024                  0.068                  0.181              
   550.000                -34.407                  0.026                  0.157              
   500.000                -40.433                  0.020                  0.195              
   450.000                -47.099                  0.017                  0.326              
   400.000                -54.415                  0.014                  0.546              
   350.000                -62.507                  0.013                  0.879              
   300.000                -71.120                  0.005                  1.011              
   250.000                -74.865                  0.003                  1.002              
   200.000                -73.369                  0.001                  0.172              
   150.000                -73.889                  0.001                  0.138              
   100.000                -72.097                  0.001                  0.077              
    80.000                -68.660                  0.001                  0.040              
    60.000                -60.950                  0.001                  0.012              
    40.000                -50.693                  0.001                  0.003              
    30.000                -42.448                  0.001                  0.001              
    25.000                -26.089                  0.001                  0.000              
