 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.419                  6.331                  0.754              
   950.000                  8.295                  6.127                  0.937              
   900.000                  5.232                  4.451                  0.774              
   850.000                  1.835                  3.367                  0.719              
   800.000                 -1.534                  2.392                  0.649              
   750.000                 -4.550                  1.453                  0.577              
   700.000                 -7.934                  0.859                  0.513              
   650.000                -11.733                  0.500                  0.456              
   600.000                -16.117                  0.306                  0.406              
   550.000                -21.242                  0.219                  0.376              
   500.000                -27.186                  0.195                  0.383              
   450.000                -33.895                  0.161                  0.425              
   400.000                -41.298                  0.098                  0.447              
   350.000                -49.597                  0.071                  0.494              
   300.000                -58.908                  0.023                  0.561              
   250.000                -69.253                  0.007                  0.818              
   200.000                -68.541                  0.001                  0.729              
   150.000                -68.479                  0.001                  0.329              
   100.000                -66.887                  0.001                  0.051              
    80.000                -63.977                  0.001                  0.031              
    60.000                -56.802                  0.001                  0.012              
    40.000                -47.388                  0.001                  0.003              
    30.000                -40.307                  0.001                  0.002              
    25.000                -26.632                  0.001                  0.000              
