 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.969                  2.983                  0.631              
   950.000                 -1.129                  2.823                  0.804              
   900.000                 -4.916                  2.004                  0.728              
   850.000                 -8.471                  1.339                  0.638              
   800.000                -12.124                  0.848                  0.528              
   750.000                -15.910                  0.482                  0.388              
   700.000                -19.978                  0.236                  0.273              
   650.000                -24.401                  0.110                  0.203              
   600.000                -29.257                  0.054                  0.164              
   550.000                -34.639                  0.025                  0.131              
   500.000                -40.684                  0.019                  0.167              
   450.000                -47.349                  0.016                  0.279              
   400.000                -54.664                  0.014                  0.486              
   350.000                -62.750                  0.013                  0.930              
   300.000                -71.334                  0.004                  1.006              
   250.000                -74.971                  0.003                  1.001              
   200.000                -73.600                  0.001                  0.189              
   150.000                -74.155                  0.001                  0.152              
   100.000                -72.286                  0.001                  0.081              
    80.000                -68.810                  0.001                  0.041              
    60.000                -61.058                  0.001                  0.011              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
