 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.005                  2.994                  0.669              
   950.000                 -1.092                  2.834                  0.845              
   900.000                 -4.875                  2.012                  0.751              
   850.000                 -8.431                  1.341                  0.673              
   800.000                -12.081                  0.842                  0.578              
   750.000                -15.853                  0.460                  0.462              
   700.000                -19.874                  0.245                  0.365              
   650.000                -24.351                  0.126                  0.301              
   600.000                -29.237                  0.059                  0.260              
   550.000                -34.607                  0.025                  0.227              
   500.000                -40.647                  0.020                  0.248              
   450.000                -47.311                  0.017                  0.328              
   400.000                -54.625                  0.014                  0.480              
   350.000                -62.710                  0.013                  0.796              
   300.000                -71.295                  0.004                  0.849              
   250.000                -74.964                  0.003                  0.887              
   200.000                -73.588                  0.001                  0.278              
   150.000                -74.142                  0.001                  0.242              
   100.000                -72.274                  0.001                  0.169              
    80.000                -68.799                  0.001                  0.036              
    60.000                -61.047                  0.001                  0.008              
    40.000                -50.757                  0.001                  0.002              
    30.000                -42.487                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
