  N levels =   24          CBMF=    16.713     SST=   10.95 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.952       4.415174     0.048    0.00       1.433
    950.0     3.859       4.252184     0.051    0.00       1.632
    900.0     0.408       3.142734     0.053    0.00       1.577
    850.0    -3.169       2.354304     0.056    0.00       1.525
    800.0    -6.589       1.568415     0.057    0.00       1.584
    750.0   -10.129       0.920498     0.059    0.00       1.589
    700.0   -13.870       0.499460     0.060    0.00       1.538
    650.0   -18.129       0.272875     0.061    0.00       1.422
    600.0   -22.939       0.150750     0.063    0.00       1.271
    550.0   -28.338       0.086694     0.066    0.00       1.103
    500.0   -34.310       0.051744     0.069    0.00       1.039
    450.0   -40.858       0.031712     0.073    0.00       1.078
    400.0   -48.115       0.020753     0.077    0.00       1.019
    350.0   -56.269       0.016406     0.085    0.00       0.870
    300.0   -65.368       0.010800     0.096    0.00       0.628
    250.0   -72.859       0.004232     0.117    0.00       0.340
    200.0   -69.723       0.001000     0.153    0.00       0.091
    150.0   -70.327       0.001000     0.202    0.00       0.013
    100.0   -69.176       0.001000     0.405    0.00      -0.027
     80.0   -66.126       0.001000     0.755    0.00      -0.047
     60.0   -58.708       0.001000     2.042    0.00      -0.096
     40.0   -48.923       0.001000     5.238    0.00      -0.162
     30.0   -41.307       0.001000     8.440    0.00      -0.212
     25.0   -26.375       0.001000    10.124    0.00      -0.312
