  N levels =   24          CBMF=    21.269     SST=    6.65 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.198       3.043515     0.048    0.00       1.315
    950.0    -0.899       2.884893     0.051    0.00       1.412
    900.0    -4.662       2.057617     0.053    0.00       1.566
    850.0    -8.200       1.368972     0.056    0.00       1.562
    800.0   -11.833       0.867903     0.057    0.00       1.645
    750.0   -15.636       0.502418     0.059    0.00       1.636
    700.0   -19.694       0.239939     0.060    0.00       1.572
    650.0   -24.087       0.111502     0.061    0.00       1.472
    600.0   -28.942       0.059770     0.063    0.00       1.341
    550.0   -34.332       0.026119     0.066    0.00       1.125
    500.0   -40.372       0.020097     0.069    0.00       1.053
    450.0   -47.040       0.017233     0.073    0.00       1.082
    400.0   -54.359       0.014722     0.077    0.00       1.007
    350.0   -62.454       0.013878     0.085    0.00       0.979
    300.0   -71.059       0.004639     0.096    0.00       0.721
    250.0   -74.833       0.003117     0.117    0.00       0.610
    200.0   -73.274       0.001000     0.153    0.00       0.406
    150.0   -73.790       0.001000     0.202    0.00       0.248
    100.0   -71.995       0.001000     0.405    0.00       0.051
     80.0   -68.606       0.001000     0.755    0.00      -0.008
     60.0   -60.902       0.001000     2.042    0.00      -0.020
     40.0   -50.667       0.001000     5.238    0.00      -0.037
     30.0   -42.434       0.001000     8.440    0.00      -0.051
     25.0   -26.093       0.001000    10.124    0.00      -0.079
