  N levels =   24          CBMF=    18.754     SST=   10.00 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.194       4.172216     0.048    0.00       1.152
    950.0     3.103       3.989198     0.051    0.00       1.435
    900.0    -0.537       3.164599     0.053    0.00       1.417
    850.0    -3.992       2.255462     0.056    0.00       1.464
    800.0    -7.513       1.478804     0.057    0.00       1.586
    750.0   -11.119       0.801614     0.059    0.00       1.589
    700.0   -14.876       0.375763     0.060    0.00       1.484
    650.0   -19.129       0.175931     0.061    0.00       1.322
    600.0   -23.870       0.084399     0.063    0.00       1.127
    550.0   -29.169       0.044734     0.066    0.00       0.930
    500.0   -35.078       0.027750     0.069    0.00       0.842
    450.0   -41.657       0.020942     0.073    0.00       0.862
    400.0   -48.978       0.017189     0.077    0.00       0.765
    350.0   -57.144       0.015503     0.085    0.00       0.581
    300.0   -66.275       0.009428     0.096    0.00       0.413
    250.0   -73.400       0.003890     0.117    0.00       0.118
    200.0   -71.202       0.001000     0.153    0.00       0.047
    150.0   -72.288       0.001000     0.202    0.00      -0.006
    100.0   -71.750       0.001000     0.405    0.00      -0.009
     80.0   -69.379       0.001000     0.755    0.00      -0.025
     60.0   -63.046       0.001000     2.042    0.00      -0.067
     40.0   -54.628       0.001000     5.238    0.00      -0.124
     30.0   -48.445       0.001000     8.440    0.00      -0.165
     25.0   -37.625       0.001000    10.124    0.00      -0.237
