 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.034                  3.000                  0.667              
   950.000                 -1.063                  2.841                  0.842              
   900.000                 -4.842                  2.019                  0.747              
   850.000                 -8.391                  1.344                  0.669              
   800.000                -12.033                  0.848                  0.570              
   750.000                -15.821                  0.484                  0.450              
   700.000                -19.885                  0.242                  0.351              
   650.000                -24.318                  0.114                  0.286              
   600.000                -29.174                  0.054                  0.243              
   550.000                -34.553                  0.025                  0.211              
   500.000                -40.601                  0.020                  0.236              
   450.000                -47.266                  0.017                  0.326              
   400.000                -54.582                  0.014                  0.483              
   350.000                -62.669                  0.013                  0.780              
   300.000                -71.260                  0.005                  0.857              
   250.000                -74.950                  0.003                  0.913              
   200.000                -73.571                  0.001                  0.299              
   150.000                -74.126                  0.001                  0.235              
   100.000                -72.261                  0.001                  0.115              
    80.000                -68.787                  0.001                  0.032              
    60.000                -61.037                  0.001                  0.009              
    40.000                -50.748                  0.001                  0.002              
    30.000                -42.481                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
