 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.386                  6.197                  0.693              
   950.000                  8.260                  6.001                  0.868              
   900.000                  5.098                  4.422                  0.735              
   850.000                  1.635                  3.308                  0.674              
   800.000                 -1.801                  2.304                  0.588              
   750.000                 -4.863                  1.330                  0.458              
   700.000                 -8.242                  0.729                  0.338              
   650.000                -12.006                  0.384                  0.249              
   600.000                -16.339                  0.209                  0.195              
   550.000                -21.410                  0.133                  0.180              
   500.000                -27.303                  0.106                  0.209              
   450.000                -34.025                  0.100                  0.308              
   400.000                -41.523                  0.099                  0.539              
   350.000                -49.851                  0.060                  0.802              
   300.000                -59.166                  0.022                  0.825              
   250.000                -69.498                  0.007                  0.999              
   200.000                -66.035                  0.001                  0.103              
   150.000                -67.372                  0.001                  0.077              
   100.000                -68.728                  0.001                  0.061              
    80.000                -68.834                  0.001                  0.049              
    60.000                -66.787                  0.001                  0.027              
    40.000                -64.543                  0.001                  0.013              
    30.000                -65.115                  0.001                  0.010              
    25.000                -70.172                  0.001                  0.016              
