 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.898                  4.731                  0.681              
   950.000                  4.794                  4.560                  0.856              
   900.000                  1.277                  3.444                  0.734              
   850.000                 -2.384                  2.647                  0.694              
   800.000                 -5.750                  1.665                  0.602              
   750.000                 -9.063                  0.944                  0.476              
   700.000                -12.716                  0.514                  0.387              
   650.000                -16.735                  0.275                  0.341              
   600.000                -21.255                  0.158                  0.334              
   550.000                -26.411                  0.115                  0.366              
   500.000                -32.354                  0.092                  0.459              
   450.000                -39.224                  0.155                  0.657              
   400.000                -46.870                  0.131                  0.937              
   350.000                -55.165                  0.034                  1.170              
   300.000                -64.205                  0.013                  1.066              
   250.000                -72.165                  0.005                  0.998              
   200.000                -70.582                  0.001                  0.219              
   150.000                -72.823                  0.001                  0.146              
   100.000                -72.685                  0.001                  0.100              
    80.000                -70.623                  0.001                  0.069              
    60.000                -63.697                  0.001                  0.031              
    40.000                -53.029                  0.001                  0.010              
    30.000                -43.847                  0.001                  0.004              
    25.000                -26.159                  0.001                  0.001              
