 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.537                  3.623                  0.634              
   950.000                  1.453                  3.446                  0.802              
   900.000                 -2.260                  2.621                  0.757              
   850.000                 -5.722                  1.803                  0.676              
   800.000                 -9.285                  1.178                  0.561              
   750.000                -13.008                  0.676                  0.419              
   700.000                -16.932                  0.342                  0.310              
   650.000                -21.270                  0.167                  0.251              
   600.000                -26.141                  0.086                  0.226              
   550.000                -31.607                  0.052                  0.227              
   500.000                -37.664                  0.036                  0.282              
   450.000                -44.262                  0.026                  0.457              
   400.000                -51.487                  0.017                  0.777              
   350.000                -59.550                  0.013                  0.822              
   300.000                -68.474                  0.007                  0.999              
   250.000                -74.171                  0.003                  0.998              
   200.000                -72.859                  0.001                  0.186              
   150.000                -73.972                  0.001                  0.169              
   100.000                -73.159                  0.001                  0.108              
    80.000                -70.591                  0.001                  0.067              
    60.000                -64.059                  0.001                  0.024              
    40.000                -55.364                  0.001                  0.006              
    30.000                -48.897                  0.001                  0.003              
    25.000                -37.476                  0.001                  0.001              
