 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.350                  3.885                  0.659              
   950.000                  2.261                  3.706                  0.829              
   900.000                 -1.448                  2.890                  0.743              
   850.000                 -4.943                  2.040                  0.682              
   800.000                 -8.501                  1.319                  0.568              
   750.000                -12.143                  0.695                  0.421              
   700.000                -15.941                  0.316                  0.310              
   650.000                -20.237                  0.146                  0.243              
   600.000                -25.025                  0.072                  0.210              
   550.000                -30.367                  0.040                  0.209              
   500.000                -36.298                  0.026                  0.264              
   450.000                -42.869                  0.021                  0.445              
   400.000                -50.160                  0.016                  0.685              
   350.000                -58.295                  0.015                  0.756              
   300.000                -67.351                  0.008                  1.025              
   250.000                -73.738                  0.004                  0.999              
   200.000                -71.896                  0.001                  0.161              
   150.000                -72.884                  0.001                  0.133              
   100.000                -72.156                  0.001                  0.088              
    80.000                -69.732                  0.001                  0.054              
    60.000                -63.398                  0.001                  0.019              
    40.000                -54.930                  0.001                  0.005              
    30.000                -48.643                  0.001                  0.002              
    25.000                -37.576                  0.001                  0.001              
