 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.140                  3.028                  0.638              
   950.000                 -0.958                  2.869                  0.808              
   900.000                 -4.725                  2.043                  0.734              
   850.000                 -8.268                  1.358                  0.651              
   800.000                -11.904                  0.857                  0.540              
   750.000                -15.695                  0.489                  0.398              
   700.000                -19.742                  0.246                  0.286              
   650.000                -24.174                  0.120                  0.216              
   600.000                -29.044                  0.057                  0.180              
   550.000                -34.413                  0.026                  0.156              
   500.000                -40.455                  0.020                  0.196              
   450.000                -47.121                  0.017                  0.328              
   400.000                -54.437                  0.015                  0.550              
   350.000                -62.527                  0.014                  0.888              
   300.000                -71.137                  0.005                  1.015              
   250.000                -74.887                  0.003                  1.000              
   200.000                -73.436                  0.001                  0.177              
   150.000                -73.968                  0.001                  0.143              
   100.000                -72.135                  0.001                  0.079              
    80.000                -68.696                  0.001                  0.041              
    60.000                -60.977                  0.001                  0.012              
    40.000                -50.706                  0.001                  0.003              
    30.000                -42.455                  0.001                  0.001              
    25.000                -26.088                  0.001                  0.000              
