 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.699                  3.363                  0.640              
   950.000                  0.614                  3.188                  0.808              
   900.000                 -3.184                  2.375                  0.744              
   850.000                 -6.696                  1.626                  0.666              
   800.000                -10.292                  1.046                  0.550              
   750.000                -14.020                  0.572                  0.398              
   700.000                -17.930                  0.283                  0.281              
   650.000                -22.308                  0.160                  0.209              
   600.000                -27.179                  0.072                  0.170              
   550.000                -32.526                  0.034                  0.152              
   500.000                -38.587                  0.024                  0.185              
   450.000                -45.296                  0.021                  0.328              
   400.000                -52.588                  0.015                  0.570              
   350.000                -60.666                  0.012                  0.751              
   300.000                -69.654                  0.006                  1.006              
   250.000                -74.246                  0.003                  1.001              
   200.000                -73.017                  0.001                  0.171              
   150.000                -74.053                  0.001                  0.145              
   100.000                -73.123                  0.001                  0.088              
    80.000                -70.543                  0.001                  0.050              
    60.000                -64.103                  0.001                  0.016              
    40.000                -55.458                  0.001                  0.004              
    30.000                -48.977                  0.001                  0.001              
    25.000                -37.494                  0.001                  0.000              
