 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.868                  3.438                  0.646              
   950.000                  0.783                  3.263                  0.815              
   900.000                 -3.022                  2.447                  0.749              
   850.000                 -6.574                  1.701                  0.688              
   800.000                -10.175                  1.078                  0.572              
   750.000                -13.839                  0.537                  0.430              
   700.000                -17.678                  0.246                  0.323              
   650.000                -22.036                  0.114                  0.262              
   600.000                -26.834                  0.064                  0.234              
   550.000                -32.241                  0.028                  0.235              
   500.000                -38.248                  0.020                  0.288              
   450.000                -44.871                  0.019                  0.474              
   400.000                -52.155                  0.016                  0.760              
   350.000                -60.317                  0.017                  0.875              
   300.000                -69.299                  0.006                  1.012              
   250.000                -74.174                  0.003                  0.999              
   200.000                -72.427                  0.001                  0.186              
   150.000                -73.159                  0.001                  0.149              
   100.000                -71.639                  0.001                  0.090              
    80.000                -68.299                  0.001                  0.053              
    60.000                -60.511                  0.001                  0.018              
    40.000                -50.259                  0.001                  0.005              
    30.000                -42.147                  0.001                  0.002              
    25.000                -26.131                  0.001                  0.000              
