 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.094                  3.803                  0.673              
   950.000                  2.006                  3.625                  0.846              
   900.000                 -1.721                  2.810                  0.746              
   850.000                 -5.226                  1.976                  0.682              
   800.000                 -8.795                  1.272                  0.574              
   750.000                -12.446                  0.663                  0.440              
   700.000                -16.253                  0.298                  0.330              
   650.000                -20.558                  0.137                  0.256              
   600.000                -25.358                  0.067                  0.209              
   550.000                -30.715                  0.038                  0.194              
   500.000                -36.659                  0.026                  0.233              
   450.000                -43.234                  0.020                  0.387              
   400.000                -50.518                  0.016                  0.604              
   350.000                -58.644                  0.015                  0.685              
   300.000                -67.676                  0.008                  0.954              
   250.000                -73.790                  0.004                  1.013              
   200.000                -71.957                  0.001                  0.182              
   150.000                -72.882                  0.001                  0.124              
   100.000                -72.137                  0.001                  0.073              
    80.000                -69.720                  0.001                  0.044              
    60.000                -63.424                  0.001                  0.015              
    40.000                -54.971                  0.001                  0.004              
    30.000                -48.676                  0.001                  0.002              
    25.000                -37.568                  0.001                  0.000              
