  N levels =   24          CBMF=    21.546     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.006       2.993329     0.048    0.00       1.019
    950.0    -1.091       2.833660     0.051    0.00       1.466
    900.0    -4.875       2.010421     0.053    0.00       1.478
    850.0    -8.432       1.343728     0.056    0.00       1.524
    800.0   -12.086       0.846163     0.057    0.00       1.607
    750.0   -15.855       0.467398     0.059    0.00       1.588
    700.0   -19.892       0.250211     0.060    0.00       1.497
    650.0   -24.364       0.122219     0.061    0.00       1.361
    600.0   -29.233       0.057824     0.063    0.00       1.180
    550.0   -34.601       0.025112     0.066    0.00       0.833
    500.0   -40.640       0.019274     0.069    0.00       0.692
    450.0   -47.304       0.016310     0.073    0.00       0.663
    400.0   -54.618       0.013932     0.077    0.00       0.545
    350.0   -62.705       0.013084     0.085    0.00       0.492
    300.0   -71.292       0.004481     0.096    0.00       0.214
    250.0   -74.956       0.003058     0.117    0.00       0.111
    200.0   -73.581       0.001000     0.153    0.00       0.034
    150.0   -74.137       0.001000     0.202    0.00       0.013
    100.0   -72.270       0.001000     0.405    0.00      -0.001
     80.0   -68.796       0.001000     0.755    0.00      -0.007
     60.0   -61.045       0.001000     2.042    0.00      -0.020
     40.0   -50.755       0.001000     5.238    0.00      -0.037
     30.0   -42.486       0.001000     8.440    0.00      -0.051
     25.0   -26.080       0.001000    10.124    0.00      -0.079
