 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.272                  4.191                  0.653              
   950.000                  3.182                  4.006                  0.823              
   900.000                 -0.431                  3.168                  0.749              
   850.000                 -3.837                  2.229                  0.685              
   800.000                 -7.330                  1.459                  0.563              
   750.000                -10.926                  0.817                  0.412              
   700.000                -14.710                  0.411                  0.293              
   650.000                -19.016                  0.209                  0.220              
   600.000                -23.853                  0.110                  0.180              
   550.000                -29.253                  0.062                  0.171              
   500.000                -35.217                  0.038                  0.215              
   450.000                -41.777                  0.025                  0.386              
   400.000                -49.054                  0.017                  0.626              
   350.000                -57.192                  0.014                  0.679              
   300.000                -66.270                  0.010                  0.996              
   250.000                -73.472                  0.004                  0.999              
   200.000                -71.717                  0.001                  0.149              
   150.000                -72.935                  0.001                  0.129              
   100.000                -72.872                  0.001                  0.089              
    80.000                -71.223                  0.001                  0.057              
    60.000                -66.123                  0.001                  0.022              
    40.000                -59.226                  0.001                  0.006              
    30.000                -54.693                  0.001                  0.003              
    25.000                -48.184                  0.001                  0.001              
