 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.708                  3.363                  0.628              
   950.000                  0.621                  3.187                  0.794              
   900.000                 -3.197                  2.362                  0.750              
   850.000                 -6.708                  1.608                  0.664              
   800.000                -10.264                  1.018                  0.546              
   750.000                -13.937                  0.583                  0.392              
   700.000                -17.915                  0.327                  0.276              
   650.000                -22.321                  0.163                  0.208              
   600.000                -27.137                  0.087                  0.175              
   550.000                -32.474                  0.041                  0.159              
   500.000                -38.457                  0.025                  0.192              
   450.000                -45.203                  0.026                  0.335              
   400.000                -52.605                  0.021                  0.595              
   350.000                -60.725                  0.015                  0.782              
   300.000                -69.635                  0.006                  0.999              
   250.000                -74.230                  0.003                  0.999              
   200.000                -72.994                  0.001                  0.186              
   150.000                -74.029                  0.001                  0.166              
   100.000                -73.102                  0.001                  0.100              
    80.000                -70.527                  0.001                  0.057              
    60.000                -64.089                  0.001                  0.019              
    40.000                -55.447                  0.001                  0.004              
    30.000                -48.969                  0.001                  0.002              
    25.000                -37.488                  0.001                  0.000              
