  N levels =   24          CBMF=    19.882     SST=    8.43 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.400       3.588705     0.048    0.00       1.078
    950.0     1.315       3.412341     0.051    0.00       1.399
    900.0    -2.433       2.593866     0.053    0.00       1.422
    850.0    -5.932       1.788978     0.056    0.00       1.495
    800.0    -9.512       1.143600     0.057    0.00       1.616
    750.0   -13.198       0.605556     0.059    0.00       1.609
    700.0   -17.056       0.280624     0.060    0.00       1.486
    650.0   -21.393       0.131827     0.061    0.00       1.321
    600.0   -26.255       0.066658     0.063    0.00       1.104
    550.0   -31.705       0.039928     0.066    0.00       0.875
    500.0   -37.739       0.028095     0.069    0.00       0.752
    450.0   -44.341       0.021495     0.073    0.00       0.758
    400.0   -51.579       0.015153     0.077    0.00       0.635
    350.0   -59.662       0.012384     0.085    0.00       0.523
    300.0   -68.614       0.006536     0.096    0.00       0.269
    250.0   -74.067       0.003511     0.117    0.00       0.067
    200.0   -72.645       0.001000     0.153    0.00       0.029
    150.0   -73.643       0.001000     0.202    0.00       0.001
    100.0   -72.783       0.001000     0.405    0.00      -0.001
     80.0   -70.252       0.001000     0.755    0.00      -0.007
     60.0   -63.847       0.001000     2.042    0.00      -0.023
     40.0   -55.258       0.001000     5.238    0.00      -0.045
     30.0   -48.849       0.001000     8.440    0.00      -0.061
     25.0   -37.526       0.001000    10.124    0.00      -0.090
